-3	8.62769
-2.99	8.53555
-2.98	8.44293
-2.97	8.34985
-2.96	8.25634
-2.95	8.16242
-2.94	8.0681
-2.93	7.9734
-2.92	7.87835
-2.91	7.78296
-2.9	7.68726
-2.89	7.59126
-2.88	7.49498
-2.87	7.39844
-2.86	7.30167
-2.85	7.20467
-2.84	7.10747
-2.83	7.01009
-2.82	6.91255
-2.81	6.81486
-2.8	6.71705
-2.79	6.61912
-2.78	6.52111
-2.77	6.42303
-2.76	6.32489
-2.75	6.22671
-2.74	6.12852
-2.73	6.03033
-2.72	5.93216
-2.71	5.83402
-2.7	5.73593
-2.69	5.63791
-2.68	5.53997
-2.67	5.44214
-2.66	5.34443
-2.65	5.24685
-2.64	5.14942
-2.63	5.05217
-2.62	4.95509
-2.61	4.85822
-2.6	4.76157
-2.59	4.66514
-2.58	4.56896
-2.57	4.47304
-2.56	4.3774
-2.55	4.28206
-2.54	4.18701
-2.53	4.09229
-2.52	3.99791
-2.51	3.90387
-2.5	3.8102
-2.49	3.71691
-2.48	3.62401
-2.47	3.53151
-2.46	3.43943
-2.45	3.34778
-2.44	3.25658
-2.43	3.16583
-2.42	3.07556
-2.41	2.98576
-2.4	2.89646
-2.39	2.80767
-2.38	2.71939
-2.37	2.63164
-2.36	2.54444
-2.35	2.45779
-2.34	2.3717
-2.33	2.28618
-2.32	2.20125
-2.31	2.11692
-2.3	2.03319
-2.29	1.95008
-2.28	1.86759
-2.27	1.78574
-2.26	1.70453
-2.25	1.62398
-2.24	1.54409
-2.23	1.46488
-2.22	1.38634
-2.21	1.3085
-2.2	1.23135
-2.19	1.15491
-2.18	1.07918
-2.17	1.00418
-2.16	0.929903
-2.15	0.856363
-2.14	0.783567
-2.13	0.711521
-2.12	0.640233
-2.11	0.569708
-2.1	0.499953
-2.09	0.430974
-2.08	0.362777
-2.07	0.295367
-2.06	0.228751
-2.05	0.162933
-2.04	0.097919
-2.03	0.0337132
-2.02	-0.0296794
-2.01	-0.0922544
-2	-0.154008
-1.99	-0.214935
-1.98	-0.275032
-1.97	-0.334295
-1.96	-0.392721
-1.95	-0.450307
-1.94	-0.507049
-1.93	-0.562944
-1.92	-0.61799
-1.91	-0.672185
-1.9	-0.725525
-1.89	-0.778009
-1.88	-0.829634
-1.87	-0.880399
-1.86	-0.930302
-1.85	-0.979343
-1.84	-1.02752
-1.83	-1.07483
-1.82	-1.12127
-1.81	-1.16685
-1.8	-1.21156
-1.79	-1.2554
-1.78	-1.29838
-1.77	-1.34048
-1.76	-1.38172
-1.75	-1.42209
-1.74	-1.4616
-1.73	-1.50024
-1.72	-1.53801
-1.71	-1.57492
-1.7	-1.61097
-1.69	-1.64616
-1.68	-1.68048
-1.67	-1.71395
-1.66	-1.74656
-1.65	-1.77832
-1.64	-1.80923
-1.63	-1.83929
-1.62	-1.8685
-1.61	-1.89687
-1.6	-1.9244
-1.59	-1.95109
-1.58	-1.97694
